mon	feature_complex	feature	feature_val
spinda	move_return	move	return
spinda	move_superpower	move	superpower
spinda	move_suckerpunch	move	suckerpunch
spinda	move_trickroom	move	trickroom
spinda	move_fakeout	move	fakeout
spinda	move_protect	move	protect
trapinch	move_earthquake	move	earthquake
trapinch	move_rockslide	move	rockslide
trapinch	move_crunch	move	crunch
trapinch	move_quickattack	move	quickattack
trapinch	move_superpower	move	superpower
vibrava	move_substitute	move	substitute
vibrava	move_earthquake	move	earthquake
vibrava	move_outrage	move	outrage
vibrava	move_roost	move	roost
vibrava	move_uturn	move	uturn
vibrava	move_superpower	move	superpower
vibrava	move_defog	move	defog
flygon	move_earthquake	move	earthquake
flygon	move_outrage	move	outrage
flygon	move_uturn	move	uturn
flygon	move_roost	move	roost
flygon	move_stoneedge	move	stoneedge
flygon	move_firepunch	move	firepunch
flygon	move_dragondance	move	dragondance
flygon	move_earthquake	move	earthquake
flygon	move_protect	move	protect
flygon	move_dragonclaw	move	dragonclaw
flygon	move_uturn	move	uturn
flygon	move_rockslide	move	rockslide
flygon	move_firepunch	move	firepunch
flygon	move_fireblast	move	fireblast
flygon	move_tailwind	move	tailwind
flygon	move_feint	move	feint
cacnea	move_swordsdance	move	swordsdance
cacnea	move_spikes	move	spikes
cacnea	move_suckerpunch	move	suckerpunch
cacnea	move_seedbomb	move	seedbomb
cacnea	move_drainpunch	move	drainpunch
cacturne	move_swordsdance	move	swordsdance
cacturne	move_spikes	move	spikes
cacturne	move_suckerpunch	move	suckerpunch
cacturne	move_seedbomb	move	seedbomb
cacturne	move_drainpunch	move	drainpunch
cacturne	move_substitute	move	substitute
cacturne	move_swordsdance	move	swordsdance
cacturne	move_spikyshield	move	spikyshield
cacturne	move_suckerpunch	move	suckerpunch
cacturne	move_seedbomb	move	seedbomb
cacturne	move_drainpunch	move	drainpunch
cacturne	move_substitute	move	substitute
swablu	move_roost	move	roost
swablu	move_toxic	move	toxic
swablu	move_cottonguard	move	cottonguard
swablu	move_pluck	move	pluck
swablu	move_hypervoice	move	hypervoice
swablu	move_return	move	return
altaria	move_dragondance	move	dragondance
altaria	move_dracometeor	move	dracometeor
altaria	move_outrage	move	outrage
altaria	move_dragonclaw	move	dragonclaw
altaria	move_earthquake	move	earthquake
altaria	move_roost	move	roost
altaria	move_fireblast	move	fireblast
altaria	move_healbell	move	healbell
altaria	move_dragondance	move	dragondance
altaria	move_dracometeor	move	dracometeor
altaria	move_protect	move	protect
altaria	move_dragonclaw	move	dragonclaw
altaria	move_earthquake	move	earthquake
altaria	move_fireblast	move	fireblast
altaria	move_tailwind	move	tailwind
altariamega	move_dragondance	move	dragondance
altariamega	move_return	move	return
altariamega	move_hypervoice	move	hypervoice
altariamega	move_healbell	move	healbell
altariamega	move_earthquake	move	earthquake
altariamega	move_roost	move	roost
altariamega	move_dracometeor	move	dracometeor
altariamega	move_fireblast	move	fireblast
altariamega	move_dragondance	move	dragondance
altariamega	move_return	move	return
altariamega	move_doubleedge	move	doubleedge
altariamega	move_dragonclaw	move	dragonclaw
altariamega	move_earthquake	move	earthquake
altariamega	move_protect	move	protect
altariamega	move_fireblast	move	fireblast
zangoose	move_swordsdance	move	swordsdance
zangoose	move_closecombat	move	closecombat
zangoose	move_knockoff	move	knockoff
zangoose	move_quickattack	move	quickattack
zangoose	move_facade	move	facade
zangoose	move_protect	move	protect
zangoose	move_closecombat	move	closecombat
zangoose	move_knockoff	move	knockoff
zangoose	move_quickattack	move	quickattack
zangoose	move_facade	move	facade
seviper	move_flamethrower	move	flamethrower
seviper	move_sludgewave	move	sludgewave
seviper	move_gigadrain	move	gigadrain
seviper	move_darkpulse	move	darkpulse
seviper	move_switcheroo	move	switcheroo
seviper	move_coil	move	coil
seviper	move_earthquake	move	earthquake
seviper	move_poisonjab	move	poisonjab
seviper	move_suckerpunch	move	suckerpunch
seviper	move_flamethrower	move	flamethrower
seviper	move_gigadrain	move	gigadrain
seviper	move_earthquake	move	earthquake
seviper	move_suckerpunch	move	suckerpunch
seviper	move_aquatail	move	aquatail
seviper	move_protect	move	protect
seviper	move_glare	move	glare
seviper	move_poisonjab	move	poisonjab
seviper	move_sludgebomb	move	sludgebomb
lunatone	move_psychic	move	psychic
lunatone	move_earthpower	move	earthpower
lunatone	move_stealthrock	move	stealthrock
lunatone	move_rockpolish	move	rockpolish
lunatone	move_batonpass	move	batonpass
lunatone	move_calmmind	move	calmmind
lunatone	move_icebeam	move	icebeam
lunatone	move_powergem	move	powergem
lunatone	move_moonlight	move	moonlight
lunatone	move_toxic	move	toxic
lunatone	move_psychic	move	psychic
lunatone	move_earthpower	move	earthpower
lunatone	move_rockpolish	move	rockpolish
lunatone	move_calmmind	move	calmmind
lunatone	move_helpinghand	move	helpinghand
lunatone	move_icebeam	move	icebeam
lunatone	move_powergem	move	powergem
lunatone	move_moonlight	move	moonlight
lunatone	move_trickroom	move	trickroom
lunatone	move_protect	move	protect
solrock	move_stealthrock	move	stealthrock
solrock	move_explosion	move	explosion
solrock	move_rockslide	move	rockslide
solrock	move_reflect	move	reflect
solrock	move_lightscreen	move	lightscreen
solrock	move_willowisp	move	willowisp
solrock	move_morningsun	move	morningsun
solrock	move_protect	move	protect
solrock	move_helpinghand	move	helpinghand
solrock	move_stoneedge	move	stoneedge
solrock	move_zenheadbutt	move	zenheadbutt
solrock	move_willowisp	move	willowisp
solrock	move_trickroom	move	trickroom
solrock	move_rockslide	move	rockslide
barboach	move_dragondance	move	dragondance
barboach	move_waterfall	move	waterfall
barboach	move_earthquake	move	earthquake
barboach	move_return	move	return
barboach	move_bounce	move	bounce
whiscash	move_dragondance	move	dragondance
whiscash	move_waterfall	move	waterfall
whiscash	move_earthquake	move	earthquake
whiscash	move_stoneedge	move	stoneedge
whiscash	move_zenheadbutt	move	zenheadbutt
whiscash	move_dragondance	move	dragondance
whiscash	move_waterfall	move	waterfall
whiscash	move_earthquake	move	earthquake
whiscash	move_stoneedge	move	stoneedge
whiscash	move_zenheadbutt	move	zenheadbutt
whiscash	move_protect	move	protect
corphish	move_dragondance	move	dragondance
corphish	move_waterfall	move	waterfall
corphish	move_crunch	move	crunch
corphish	move_superpower	move	superpower
corphish	move_swordsdance	move	swordsdance
corphish	move_knockoff	move	knockoff
corphish	move_aquajet	move	aquajet
crawdaunt	move_dragondance	move	dragondance
crawdaunt	move_crabhammer	move	crabhammer
crawdaunt	move_superpower	move	superpower
crawdaunt	move_swordsdance	move	swordsdance
crawdaunt	move_knockoff	move	knockoff
crawdaunt	move_aquajet	move	aquajet
crawdaunt	move_dragondance	move	dragondance
crawdaunt	move_crabhammer	move	crabhammer
crawdaunt	move_crunch	move	crunch
crawdaunt	move_superpower	move	superpower
crawdaunt	move_swordsdance	move	swordsdance
crawdaunt	move_knockoff	move	knockoff
crawdaunt	move_aquajet	move	aquajet
crawdaunt	move_protect	move	protect
baltoy	move_stealthrock	move	stealthrock
baltoy	move_earthquake	move	earthquake
baltoy	move_toxic	move	toxic
baltoy	move_psychic	move	psychic
baltoy	move_reflect	move	reflect
baltoy	move_lightscreen	move	lightscreen
baltoy	move_icebeam	move	icebeam
baltoy	move_rapidspin	move	rapidspin
claydol	move_stealthrock	move	stealthrock
claydol	move_toxic	move	toxic
claydol	move_psychic	move	psychic
claydol	move_icebeam	move	icebeam
claydol	move_earthquake	move	earthquake
claydol	move_rapidspin	move	rapidspin
claydol	move_earthpower	move	earthpower
claydol	move_trickroom	move	trickroom
claydol	move_psychic	move	psychic
claydol	move_icebeam	move	icebeam
claydol	move_earthquake	move	earthquake
claydol	move_protect	move	protect
lileep	move_stealthrock	move	stealthrock
lileep	move_recover	move	recover
lileep	move_ancientpower	move	ancientpower
lileep	move_hiddenpowerfire	move	hiddenpowerfire
lileep	move_gigadrain	move	gigadrain
lileep	move_stockpile	move	stockpile
cradily	move_stealthrock	move	stealthrock
cradily	move_recover	move	recover
cradily	move_gigadrain	move	gigadrain
cradily	move_toxic	move	toxic
cradily	move_seedbomb	move	seedbomb
cradily	move_rockslide	move	rockslide
cradily	move_curse	move	curse
cradily	move_protect	move	protect
cradily	move_recover	move	recover
cradily	move_seedbomb	move	seedbomb
cradily	move_rockslide	move	rockslide
cradily	move_earthquake	move	earthquake
cradily	move_curse	move	curse
cradily	move_swordsdance	move	swordsdance
anorith	move_stealthrock	move	stealthrock
anorith	move_brickbreak	move	brickbreak
anorith	move_toxic	move	toxic
anorith	move_xscissor	move	xscissor
anorith	move_rockslide	move	rockslide
anorith	move_swordsdance	move	swordsdance
anorith	move_rockpolish	move	rockpolish
armaldo	move_stealthrock	move	stealthrock
armaldo	move_stoneedge	move	stoneedge
armaldo	move_toxic	move	toxic
armaldo	move_xscissor	move	xscissor
armaldo	move_swordsdance	move	swordsdance
armaldo	move_knockoff	move	knockoff
armaldo	move_rapidspin	move	rapidspin
armaldo	move_rockslide	move	rockslide
armaldo	move_stoneedge	move	stoneedge
armaldo	move_stringshot	move	stringshot
armaldo	move_xscissor	move	xscissor
armaldo	move_swordsdance	move	swordsdance
armaldo	move_knockoff	move	knockoff
armaldo	move_protect	move	protect
feebas	move_protect	move	protect
feebas	move_confuseray	move	confuseray
feebas	move_hypnosis	move	hypnosis
feebas	move_scald	move	scald
feebas	move_toxic	move	toxic
milotic	move_recover	move	recover
milotic	move_scald	move	scald
milotic	move_toxic	move	toxic
milotic	move_icebeam	move	icebeam
milotic	move_dragontail	move	dragontail
milotic	move_rest	move	rest
milotic	move_sleeptalk	move	sleeptalk
milotic	move_recover	move	recover
milotic	move_scald	move	scald
milotic	move_hydropump	move	hydropump
milotic	move_icebeam	move	icebeam
milotic	move_dragontail	move	dragontail
milotic	move_hypnosis	move	hypnosis
milotic	move_protect	move	protect
milotic	move_hiddenpowergrass	move	hiddenpowergrass
castformsunny	move_sunnyday	move	sunnyday
castformsunny	move_weatherball	move	weatherball
castformsunny	move_solarbeam	move	solarbeam
castformsunny	move_icebeam	move	icebeam
castformrainy	move_raindance	move	raindance
castformrainy	move_weatherball	move	weatherball
castformrainy	move_thunder	move	thunder
castformrainy	move_hurricane	move	hurricane
kecleon	move_fakeout	move	fakeout
kecleon	move_knockoff	move	knockoff
kecleon	move_drainpunch	move	drainpunch
kecleon	move_suckerpunch	move	suckerpunch
kecleon	move_shadowsneak	move	shadowsneak
kecleon	move_stealthrock	move	stealthrock
kecleon	move_recover	move	recover
kecleon	move_knockoff	move	knockoff
kecleon	move_fakeout	move	fakeout
kecleon	move_trickroom	move	trickroom
kecleon	move_recover	move	recover
kecleon	move_drainpunch	move	drainpunch
kecleon	move_suckerpunch	move	suckerpunch
kecleon	move_shadowsneak	move	shadowsneak
kecleon	move_protect	move	protect
shuppet	move_trickroom	move	trickroom
shuppet	move_destinybond	move	destinybond
shuppet	move_taunt	move	taunt
shuppet	move_shadowsneak	move	shadowsneak
shuppet	move_suckerpunch	move	suckerpunch
shuppet	move_willowisp	move	willowisp
banette	move_destinybond	move	destinybond
banette	move_taunt	move	taunt
banette	move_shadowclaw	move	shadowclaw
banette	move_suckerpunch	move	suckerpunch
banette	move_willowisp	move	willowisp
banette	move_shadowsneak	move	shadowsneak
banette	move_knockoff	move	knockoff
banette	move_shadowclaw	move	shadowclaw
banette	move_suckerpunch	move	suckerpunch
banette	move_willowisp	move	willowisp
banette	move_shadowsneak	move	shadowsneak
banette	move_knockoff	move	knockoff
banette	move_protect	move	protect
banettemega	move_destinybond	move	destinybond
banettemega	move_taunt	move	taunt
banettemega	move_shadowclaw	move	shadowclaw
banettemega	move_suckerpunch	move	suckerpunch
banettemega	move_willowisp	move	willowisp
banettemega	move_knockoff	move	knockoff
banettemega	move_destinybond	move	destinybond
banettemega	move_taunt	move	taunt
banettemega	move_shadowclaw	move	shadowclaw
banettemega	move_suckerpunch	move	suckerpunch
banettemega	move_willowisp	move	willowisp
banettemega	move_knockoff	move	knockoff
banettemega	move_protect	move	protect
duskull	move_willowisp	move	willowisp
duskull	move_shadowsneak	move	shadowsneak
duskull	move_painsplit	move	painsplit
duskull	move_substitute	move	substitute
duskull	move_nightshade	move	nightshade
duskull	move_destinybond	move	destinybond
duskull	move_trickroom	move	trickroom
dusclops	move_willowisp	move	willowisp
dusclops	move_shadowsneak	move	shadowsneak
dusclops	move_icebeam	move	icebeam
dusclops	move_painsplit	move	painsplit
dusclops	move_substitute	move	substitute
dusclops	move_seismictoss	move	seismictoss
dusclops	move_toxic	move	toxic
dusclops	move_trickroom	move	trickroom
dusknoir	move_willowisp	move	willowisp
dusknoir	move_shadowsneak	move	shadowsneak
dusknoir	move_icepunch	move	icepunch
dusknoir	move_painsplit	move	painsplit
dusknoir	move_substitute	move	substitute
dusknoir	move_earthquake	move	earthquake
dusknoir	move_focuspunch	move	focuspunch
dusknoir	move_willowisp	move	willowisp
dusknoir	move_shadowsneak	move	shadowsneak
dusknoir	move_icepunch	move	icepunch
dusknoir	move_painsplit	move	painsplit
dusknoir	move_protect	move	protect
dusknoir	move_earthquake	move	earthquake
dusknoir	move_helpinghand	move	helpinghand
dusknoir	move_trickroom	move	trickroom
tropius	move_leechseed	move	leechseed
tropius	move_substitute	move	substitute
tropius	move_airslash	move	airslash
tropius	move_gigadrain	move	gigadrain
tropius	move_toxic	move	toxic
tropius	move_protect	move	protect
tropius	move_leechseed	move	leechseed
tropius	move_protect	move	protect
tropius	move_airslash	move	airslash
tropius	move_gigadrain	move	gigadrain
tropius	move_earthquake	move	earthquake
tropius	move_hiddenpowerfire	move	hiddenpowerfire
tropius	move_tailwind	move	tailwind
tropius	move_sunnyday	move	sunnyday
tropius	move_roost	move	roost
chingling	move_hypnosis	move	hypnosis
chingling	move_reflect	move	reflect
chingling	move_lightscreen	move	lightscreen
chingling	move_toxic	move	toxic
chingling	move_recover	move	recover
chingling	move_psychic	move	psychic
chingling	move_signalbeam	move	signalbeam
chingling	move_healbell	move	healbell
chimecho	move_psychic	move	psychic
chimecho	move_yawn	move	yawn
chimecho	move_recover	move	recover
chimecho	move_calmmind	move	calmmind
chimecho	move_shadowball	move	shadowball
chimecho	move_healingwish	move	healingwish
chimecho	move_healbell	move	healbell
chimecho	move_taunt	move	taunt
chimecho	move_protect	move	protect
chimecho	move_psychic	move	psychic
chimecho	move_thunderwave	move	thunderwave
chimecho	move_recover	move	recover
chimecho	move_shadowball	move	shadowball
chimecho	move_dazzlinggleam	move	dazzlinggleam
chimecho	move_trickroom	move	trickroom
chimecho	move_helpinghand	move	helpinghand
chimecho	move_taunt	move	taunt
absol	move_swordsdance	move	swordsdance
absol	move_suckerpunch	move	suckerpunch
absol	move_knockoff	move	knockoff
absol	move_superpower	move	superpower
absol	move_pursuit	move	pursuit
absol	move_playrough	move	playrough
absol	move_swordsdance	move	swordsdance
absol	move_suckerpunch	move	suckerpunch
absol	move_knockoff	move	knockoff
absol	move_fireblast	move	fireblast
absol	move_superpower	move	superpower
absol	move_protect	move	protect
absol	move_playrough	move	playrough
absolmega	move_swordsdance	move	swordsdance
absolmega	move_suckerpunch	move	suckerpunch
absolmega	move_knockoff	move	knockoff
absolmega	move_fireblast	move	fireblast
absolmega	move_superpower	move	superpower
absolmega	move_pursuit	move	pursuit
absolmega	move_playrough	move	playrough
absolmega	move_icebeam	move	icebeam
absolmega	move_swordsdance	move	swordsdance
absolmega	move_suckerpunch	move	suckerpunch
absolmega	move_knockoff	move	knockoff
absolmega	move_fireblast	move	fireblast
absolmega	move_superpower	move	superpower
absolmega	move_protect	move	protect
absolmega	move_playrough	move	playrough
snorunt	move_spikes	move	spikes
snorunt	move_icebeam	move	icebeam
snorunt	move_iceshard	move	iceshard
snorunt	move_shadowball	move	shadowball
snorunt	move_toxic	move	toxic
glalie	move_spikes	move	spikes
glalie	move_icebeam	move	icebeam
glalie	move_iceshard	move	iceshard
glalie	move_taunt	move	taunt
glalie	move_earthquake	move	earthquake
glalie	move_explosion	move	explosion
glalie	move_superfang	move	superfang
glalie	move_icebeam	move	icebeam
glalie	move_iceshard	move	iceshard
glalie	move_taunt	move	taunt
glalie	move_earthquake	move	earthquake
glalie	move_protect	move	protect
glaliemega	move_freezedry	move	freezedry
glaliemega	move_iceshard	move	iceshard
glaliemega	move_earthquake	move	earthquake
glaliemega	move_explosion	move	explosion
glaliemega	move_return	move	return
glaliemega	move_spikes	move	spikes
glaliemega	move_crunch	move	crunch
glaliemega	move_iceshard	move	iceshard
glaliemega	move_freezedry	move	freezedry
glaliemega	move_earthquake	move	earthquake
glaliemega	move_explosion	move	explosion
glaliemega	move_protect	move	protect
glaliemega	move_return	move	return
froslass	move_icebeam	move	icebeam
froslass	move_spikes	move	spikes
froslass	move_destinybond	move	destinybond
froslass	move_shadowball	move	shadowball
froslass	move_taunt	move	taunt
froslass	move_thunderwave	move	thunderwave
froslass	move_icebeam	move	icebeam
froslass	move_protect	move	protect
froslass	move_destinybond	move	destinybond
froslass	move_shadowball	move	shadowball
froslass	move_taunt	move	taunt
froslass	move_thunderwave	move	thunderwave
spheal	move_substitute	move	substitute
spheal	move_protect	move	protect
spheal	move_toxic	move	toxic
spheal	move_surf	move	surf
spheal	move_icebeam	move	icebeam
spheal	move_yawn	move	yawn
spheal	move_superfang	move	superfang
sealeo	move_substitute	move	substitute
sealeo	move_protect	move	protect
sealeo	move_toxic	move	toxic
sealeo	move_surf	move	surf
sealeo	move_icebeam	move	icebeam
sealeo	move_yawn	move	yawn
sealeo	move_superfang	move	superfang
walrein	move_substitute	move	substitute
walrein	move_protect	move	protect
walrein	move_toxic	move	toxic
walrein	move_surf	move	surf
walrein	move_icebeam	move	icebeam
walrein	move_roar	move	roar
walrein	move_protect	move	protect
walrein	move_icywind	move	icywind
walrein	move_surf	move	surf
walrein	move_icebeam	move	icebeam
clamperl	move_shellsmash	move	shellsmash
clamperl	move_icebeam	move	icebeam
clamperl	move_surf	move	surf
clamperl	move_hiddenpowergrass	move	hiddenpowergrass
clamperl	move_hiddenpowerelectric	move	hiddenpowerelectric
clamperl	move_substitute	move	substitute
huntail	move_shellsmash	move	shellsmash
huntail	move_waterfall	move	waterfall
huntail	move_icebeam	move	icebeam
huntail	move_batonpass	move	batonpass
huntail	move_suckerpunch	move	suckerpunch
huntail	move_shellsmash	move	shellsmash
huntail	move_waterfall	move	waterfall
huntail	move_icefang	move	icefang
huntail	move_batonpass	move	batonpass
huntail	move_suckerpunch	move	suckerpunch
huntail	move_protect	move	protect
gorebyss	move_shellsmash	move	shellsmash
gorebyss	move_batonpass	move	batonpass
gorebyss	move_hydropump	move	hydropump
gorebyss	move_icebeam	move	icebeam
gorebyss	move_hiddenpowergrass	move	hiddenpowergrass
gorebyss	move_substitute	move	substitute
gorebyss	move_shellsmash	move	shellsmash
gorebyss	move_batonpass	move	batonpass
gorebyss	move_surf	move	surf
gorebyss	move_icebeam	move	icebeam
gorebyss	move_hiddenpowergrass	move	hiddenpowergrass
gorebyss	move_substitute	move	substitute
gorebyss	move_protect	move	protect
relicanth	move_headsmash	move	headsmash
relicanth	move_waterfall	move	waterfall
relicanth	move_earthquake	move	earthquake
relicanth	move_doubleedge	move	doubleedge
relicanth	move_stealthrock	move	stealthrock
relicanth	move_toxic	move	toxic
relicanth	move_headsmash	move	headsmash
relicanth	move_waterfall	move	waterfall
relicanth	move_earthquake	move	earthquake
relicanth	move_doubleedge	move	doubleedge
relicanth	move_rockslide	move	rockslide
relicanth	move_protect	move	protect
luvdisc	move_icebeam	move	icebeam
luvdisc	move_toxic	move	toxic
luvdisc	move_sweetkiss	move	sweetkiss
luvdisc	move_protect	move	protect
luvdisc	move_scald	move	scald
bagon	move_outrage	move	outrage
bagon	move_dragondance	move	dragondance
bagon	move_firefang	move	firefang
bagon	move_rockslide	move	rockslide
bagon	move_dragonclaw	move	dragonclaw
shelgon	move_outrage	move	outrage
shelgon	move_brickbreak	move	brickbreak
shelgon	move_dragonclaw	move	dragonclaw
shelgon	move_dragondance	move	dragondance
shelgon	move_crunch	move	crunch
shelgon	move_zenheadbutt	move	zenheadbutt
salamence	move_outrage	move	outrage
salamence	move_fireblast	move	fireblast
salamence	move_earthquake	move	earthquake
salamence	move_dracometeor	move	dracometeor
salamence	move_dragondance	move	dragondance
salamence	move_dragonclaw	move	dragonclaw
salamence	move_protect	move	protect
salamence	move_fireblast	move	fireblast
salamence	move_earthquake	move	earthquake
salamence	move_dracometeor	move	dracometeor
salamence	move_tailwind	move	tailwind
salamence	move_dragondance	move	dragondance
salamence	move_dragonclaw	move	dragonclaw
salamence	move_hydropump	move	hydropump
salamence	move_rockslide	move	rockslide
salamencemega	move_doubleedge	move	doubleedge
salamencemega	move_return	move	return
salamencemega	move_fireblast	move	fireblast
salamencemega	move_earthquake	move	earthquake
salamencemega	move_dracometeor	move	dracometeor
salamencemega	move_roost	move	roost
salamencemega	move_dragondance	move	dragondance
salamencemega	move_doubleedge	move	doubleedge
salamencemega	move_return	move	return
salamencemega	move_fireblast	move	fireblast
salamencemega	move_earthquake	move	earthquake
salamencemega	move_dracometeor	move	dracometeor
salamencemega	move_protect	move	protect
salamencemega	move_dragondance	move	dragondance
salamencemega	move_dragonclaw	move	dragonclaw
beldum	move_ironhead	move	ironhead
beldum	move_zenheadbutt	move	zenheadbutt
beldum	move_headbutt	move	headbutt
beldum	move_irondefense	move	irondefense
metang	move_stealthrock	move	stealthrock
metang	move_meteormash	move	meteormash
metang	move_toxic	move	toxic
metang	move_earthquake	move	earthquake
metang	move_bulletpunch	move	bulletpunch
metang	move_zenheadbutt	move	zenheadbutt
metagross	move_meteormash	move	meteormash
metagross	move_earthquake	move	earthquake
metagross	move_agility	move	agility
metagross	move_stealthrock	move	stealthrock
metagross	move_zenheadbutt	move	zenheadbutt
metagross	move_bulletpunch	move	bulletpunch
metagross	move_thunderpunch	move	thunderpunch
metagross	move_explosion	move	explosion
metagross	move_icepunch	move	icepunch
metagross	move_meteormash	move	meteormash
metagross	move_earthquake	move	earthquake
metagross	move_protect	move	protect
metagross	move_zenheadbutt	move	zenheadbutt
metagross	move_bulletpunch	move	bulletpunch
metagross	move_thunderpunch	move	thunderpunch
metagross	move_explosion	move	explosion
metagross	move_icepunch	move	icepunch
metagross	move_hammerarm	move	hammerarm
metagrossmega	move_meteormash	move	meteormash
metagrossmega	move_earthquake	move	earthquake
metagrossmega	move_agility	move	agility
metagrossmega	move_zenheadbutt	move	zenheadbutt
metagrossmega	move_hammerarm	move	hammerarm
metagrossmega	move_icepunch	move	icepunch
metagrossmega	move_meteormash	move	meteormash
metagrossmega	move_earthquake	move	earthquake
metagrossmega	move_protect	move	protect
metagrossmega	move_zenheadbutt	move	zenheadbutt
metagrossmega	move_thunderpunch	move	thunderpunch
metagrossmega	move_icepunch	move	icepunch
regirock	move_stealthrock	move	stealthrock
regirock	move_thunderwave	move	thunderwave
regirock	move_stoneedge	move	stoneedge
regirock	move_drainpunch	move	drainpunch
regirock	move_curse	move	curse
regirock	move_rest	move	rest
regirock	move_rockslide	move	rockslide
regirock	move_toxic	move	toxic
regirock	move_stealthrock	move	stealthrock
regirock	move_thunderwave	move	thunderwave
regirock	move_stoneedge	move	stoneedge
regirock	move_drainpunch	move	drainpunch
regirock	move_curse	move	curse
regirock	move_rockslide	move	rockslide
regirock	move_protect	move	protect
regice	move_thunderwave	move	thunderwave
regice	move_icebeam	move	icebeam
regice	move_thunderbolt	move	thunderbolt
regice	move_rest	move	rest
regice	move_sleeptalk	move	sleeptalk
regice	move_focusblast	move	focusblast
regice	move_rockpolish	move	rockpolish
regice	move_thunderwave	move	thunderwave
regice	move_icebeam	move	icebeam
regice	move_thunderbolt	move	thunderbolt
regice	move_icywind	move	icywind
regice	move_protect	move	protect
regice	move_focusblast	move	focusblast
regice	move_rockpolish	move	rockpolish
registeel	move_stealthrock	move	stealthrock
registeel	move_thunderwave	move	thunderwave
registeel	move_toxic	move	toxic
registeel	move_protect	move	protect
registeel	move_seismictoss	move	seismictoss
registeel	move_curse	move	curse
registeel	move_ironhead	move	ironhead
registeel	move_rest	move	rest
registeel	move_sleeptalk	move	sleeptalk
registeel	move_stealthrock	move	stealthrock
registeel	move_ironhead	move	ironhead
registeel	move_curse	move	curse
registeel	move_rest	move	rest
registeel	move_thunderwave	move	thunderwave
registeel	move_protect	move	protect
registeel	move_seismictoss	move	seismictoss
latias	move_dracometeor	move	dracometeor
latias	move_psyshock	move	psyshock
latias	move_hiddenpowerfire	move	hiddenpowerfire
latias	move_roost	move	roost
latias	move_thunderbolt	move	thunderbolt
latias	move_healingwish	move	healingwish
latias	move_defog	move	defog
latias	move_dragonpulse	move	dragonpulse
latias	move_psychic	move	psychic
latias	move_tailwind	move	tailwind
latias	move_helpinghand	move	helpinghand
latias	move_healpulse	move	healpulse
latias	move_lightscreen	move	lightscreen
latias	move_reflect	move	reflect
latias	move_protect	move	protect
latiasmega	move_calmmind	move	calmmind
latiasmega	move_dragonpulse	move	dragonpulse
latiasmega	move_surf	move	surf
latiasmega	move_dracometeor	move	dracometeor
latiasmega	move_roost	move	roost
latiasmega	move_hiddenpowerfire	move	hiddenpowerfire
latiasmega	move_substitute	move	substitute
latiasmega	move_psyshock	move	psyshock
latiasmega	move_dragonpulse	move	dragonpulse
latiasmega	move_psychic	move	psychic
latiasmega	move_tailwind	move	tailwind
latiasmega	move_helpinghand	move	helpinghand
latiasmega	move_healpulse	move	healpulse
latiasmega	move_lightscreen	move	lightscreen
latiasmega	move_reflect	move	reflect
latiasmega	move_protect	move	protect
latios	move_dracometeor	move	dracometeor
latios	move_hiddenpowerfire	move	hiddenpowerfire
latios	move_surf	move	surf
latios	move_thunderbolt	move	thunderbolt
latios	move_psyshock	move	psyshock
latios	move_roost	move	roost
latios	move_trick	move	trick
latios	move_defog	move	defog
latios	move_dracometeor	move	dracometeor
latios	move_dragonpulse	move	dragonpulse
latios	move_surf	move	surf
latios	move_thunderbolt	move	thunderbolt
latios	move_psyshock	move	psyshock
latios	move_substitute	move	substitute
latios	move_trick	move	trick
latios	move_tailwind	move	tailwind
latios	move_protect	move	protect
latios	move_hiddenpowerfire	move	hiddenpowerfire
latiosmega	move_calmmind	move	calmmind
latiosmega	move_dracometeor	move	dracometeor
latiosmega	move_hiddenpowerfire	move	hiddenpowerfire
latiosmega	move_psyshock	move	psyshock
latiosmega	move_roost	move	roost
latiosmega	move_memento	move	memento
latiosmega	move_defog	move	defog
latiosmega	move_dracometeor	move	dracometeor
latiosmega	move_dragonpulse	move	dragonpulse
latiosmega	move_surf	move	surf
latiosmega	move_thunderbolt	move	thunderbolt
latiosmega	move_psyshock	move	psyshock
latiosmega	move_substitute	move	substitute
latiosmega	move_tailwind	move	tailwind
latiosmega	move_protect	move	protect
latiosmega	move_hiddenpowerfire	move	hiddenpowerfire
kyogre	move_waterspout	move	waterspout
kyogre	move_originpulse	move	originpulse
kyogre	move_scald	move	scald
kyogre	move_thunder	move	thunder
kyogre	move_icebeam	move	icebeam
kyogre	move_waterspout	move	waterspout
kyogre	move_muddywater	move	muddywater
kyogre	move_originpulse	move	originpulse
kyogre	move_thunder	move	thunder
kyogre	move_icebeam	move	icebeam
kyogre	move_calmmind	move	calmmind
kyogre	move_rest	move	rest
kyogre	move_sleeptalk	move	sleeptalk
kyogre	move_protect	move	protect
kyogreprimal	move_calmmind	move	calmmind
kyogreprimal	move_waterspout	move	waterspout
kyogreprimal	move_originpulse	move	originpulse
kyogreprimal	move_scald	move	scald
kyogreprimal	move_thunder	move	thunder
kyogreprimal	move_icebeam	move	icebeam
kyogreprimal	move_rest	move	rest
kyogreprimal	move_sleeptalk	move	sleeptalk
kyogreprimal	move_waterspout	move	waterspout
kyogreprimal	move_originpulse	move	originpulse
kyogreprimal	move_muddywater	move	muddywater
kyogreprimal	move_thunder	move	thunder
kyogreprimal	move_icebeam	move	icebeam
