mon	feature	feature_val
wailmer	eggGroups	Water 2
wailord	types	Water
wailord	abilities	Water Veil
wailord	abilities	Oblivious
wailord	abilities	Pressure
wailord	eggGroups	Field
wailord	eggGroups	Water 2
numel	types	Fire
numel	types	Ground
numel	abilities	Oblivious
numel	abilities	Simple
numel	abilities	Own Tempo
numel	eggGroups	Field
camerupt	types	Fire
camerupt	types	Ground
camerupt	abilities	Magma Armor
camerupt	abilities	Solid Rock
camerupt	abilities	Anger Point
camerupt	eggGroups	Field
cameruptmega	types	Fire
cameruptmega	types	Ground
cameruptmega	abilities	Sheer Force
cameruptmega	eggGroups	Field
torkoal	types	Fire
torkoal	abilities	White Smoke
torkoal	abilities	Drought
torkoal	abilities	Shell Armor
torkoal	eggGroups	Field
spoink	types	Psychic
spoink	abilities	Thick Fat
spoink	abilities	Own Tempo
spoink	abilities	Gluttony
spoink	eggGroups	Field
grumpig	types	Psychic
grumpig	abilities	Thick Fat
grumpig	abilities	Own Tempo
grumpig	abilities	Gluttony
grumpig	eggGroups	Field
spinda	types	Normal
spinda	abilities	Own Tempo
spinda	abilities	Tangled Feet
spinda	abilities	Contrary
spinda	eggGroups	Field
spinda	eggGroups	Human-Like
trapinch	types	Ground
trapinch	abilities	Hyper Cutter
trapinch	abilities	Arena Trap
trapinch	abilities	Sheer Force
trapinch	eggGroups	Bug
vibrava	types	Ground
vibrava	types	Dragon
vibrava	abilities	Levitate
vibrava	eggGroups	Bug
flygon	types	Ground
flygon	types	Dragon
flygon	abilities	Levitate
flygon	eggGroups	Bug
cacnea	types	Grass
cacnea	abilities	Sand Veil
cacnea	abilities	Water Absorb
cacnea	eggGroups	Grass
cacnea	eggGroups	Human-Like
cacturne	types	Grass
cacturne	types	Dark
cacturne	abilities	Sand Veil
cacturne	abilities	Water Absorb
cacturne	eggGroups	Grass
cacturne	eggGroups	Human-Like
swablu	types	Normal
swablu	types	Flying
swablu	abilities	Natural Cure
swablu	abilities	Cloud Nine
swablu	eggGroups	Flying
swablu	eggGroups	Dragon
altaria	types	Dragon
altaria	types	Flying
altaria	abilities	Natural Cure
altaria	abilities	Cloud Nine
altaria	eggGroups	Flying
altaria	eggGroups	Dragon
altariamega	types	Dragon
altariamega	types	Fairy
altariamega	abilities	Pixilate
altariamega	eggGroups	Flying
altariamega	eggGroups	Dragon
zangoose	types	Normal
zangoose	abilities	Immunity
zangoose	abilities	Toxic Boost
zangoose	eggGroups	Field
seviper	types	Poison
seviper	abilities	Shed Skin
seviper	abilities	Infiltrator
seviper	eggGroups	Field
seviper	eggGroups	Dragon
lunatone	types	Rock
lunatone	types	Psychic
lunatone	abilities	Levitate
lunatone	eggGroups	Mineral
solrock	types	Rock
solrock	types	Psychic
solrock	abilities	Levitate
solrock	eggGroups	Mineral
barboach	types	Water
barboach	types	Ground
barboach	abilities	Oblivious
barboach	abilities	Anticipation
barboach	abilities	Hydration
barboach	eggGroups	Water 2
whiscash	types	Water
whiscash	types	Ground
whiscash	abilities	Oblivious
whiscash	abilities	Anticipation
whiscash	abilities	Hydration
whiscash	eggGroups	Water 2
corphish	types	Water
corphish	abilities	Hyper Cutter
corphish	abilities	Shell Armor
corphish	abilities	Adaptability
corphish	eggGroups	Water 1
corphish	eggGroups	Water 3
crawdaunt	types	Water
crawdaunt	types	Dark
crawdaunt	abilities	Hyper Cutter
crawdaunt	abilities	Shell Armor
crawdaunt	abilities	Adaptability
crawdaunt	eggGroups	Water 1
crawdaunt	eggGroups	Water 3
baltoy	types	Ground
baltoy	types	Psychic
baltoy	abilities	Levitate
baltoy	eggGroups	Mineral
claydol	types	Ground
claydol	types	Psychic
claydol	abilities	Levitate
claydol	eggGroups	Mineral
lileep	types	Rock
lileep	types	Grass
lileep	abilities	Suction Cups
lileep	abilities	Storm Drain
lileep	eggGroups	Water 3
cradily	types	Rock
cradily	types	Grass
cradily	abilities	Suction Cups
cradily	abilities	Storm Drain
cradily	eggGroups	Water 3
anorith	types	Rock
anorith	types	Bug
anorith	abilities	Battle Armor
anorith	abilities	Swift Swim
anorith	eggGroups	Water 3
armaldo	types	Rock
armaldo	types	Bug
armaldo	abilities	Battle Armor
armaldo	abilities	Swift Swim
armaldo	eggGroups	Water 3
feebas	types	Water
feebas	abilities	Swift Swim
feebas	abilities	Oblivious
feebas	abilities	Adaptability
feebas	eggGroups	Water 1
feebas	eggGroups	Dragon
milotic	types	Water
milotic	abilities	Marvel Scale
milotic	abilities	Competitive
milotic	abilities	Cute Charm
milotic	eggGroups	Water 1
milotic	eggGroups	Dragon
castform	types	Normal
castform	abilities	Forecast
castform	eggGroups	Fairy
castform	eggGroups	Amorphous
castformsunny	types	Fire
castformsunny	abilities	Forecast
castformsunny	eggGroups	Fairy
castformsunny	eggGroups	Amorphous
castformrainy	types	Water
castformrainy	abilities	Forecast
castformrainy	eggGroups	Fairy
castformrainy	eggGroups	Amorphous
castformsnowy	types	Ice
castformsnowy	abilities	Forecast
castformsnowy	eggGroups	Fairy
castformsnowy	eggGroups	Amorphous
kecleon	types	Normal
kecleon	abilities	Color Change
kecleon	abilities	Protean
kecleon	eggGroups	Field
shuppet	types	Ghost
shuppet	abilities	Insomnia
shuppet	abilities	Frisk
shuppet	abilities	Cursed Body
shuppet	eggGroups	Amorphous
banette	types	Ghost
banette	abilities	Insomnia
banette	abilities	Frisk
banette	abilities	Cursed Body
banette	eggGroups	Amorphous
banettemega	types	Ghost
banettemega	abilities	Prankster
banettemega	eggGroups	Amorphous
duskull	types	Ghost
duskull	abilities	Levitate
duskull	abilities	Frisk
duskull	eggGroups	Amorphous
dusclops	types	Ghost
dusclops	abilities	Pressure
dusclops	abilities	Frisk
dusclops	eggGroups	Amorphous
tropius	types	Grass
tropius	types	Flying
tropius	abilities	Chlorophyll
tropius	abilities	Solar Power
tropius	abilities	Harvest
tropius	eggGroups	Monster
tropius	eggGroups	Grass
chimecho	types	Psychic
chimecho	abilities	Levitate
chimecho	eggGroups	Amorphous
absol	types	Dark
absol	abilities	Pressure
absol	abilities	Super Luck
absol	abilities	Justified
absol	eggGroups	Field
absolmega	types	Dark
absolmega	abilities	Magic Bounce
absolmega	eggGroups	Field
wynaut	types	Psychic
wynaut	abilities	Shadow Tag
wynaut	abilities	Telepathy
wynaut	eggGroups	Undiscovered
snorunt	types	Ice
snorunt	abilities	Inner Focus
snorunt	abilities	Ice Body
snorunt	abilities	Moody
snorunt	eggGroups	Fairy
snorunt	eggGroups	Mineral
glalie	types	Ice
glalie	abilities	Inner Focus
glalie	abilities	Ice Body
glalie	abilities	Moody
glalie	eggGroups	Fairy
glalie	eggGroups	Mineral
glaliemega	types	Ice
glaliemega	abilities	Refrigerate
glaliemega	eggGroups	Fairy
glaliemega	eggGroups	Mineral
spheal	types	Ice
spheal	types	Water
spheal	abilities	Thick Fat
spheal	abilities	Ice Body
spheal	abilities	Oblivious
spheal	eggGroups	Water 1
spheal	eggGroups	Field
sealeo	types	Ice
sealeo	types	Water
sealeo	abilities	Thick Fat
sealeo	abilities	Ice Body
sealeo	abilities	Oblivious
sealeo	eggGroups	Water 1
sealeo	eggGroups	Field
walrein	types	Ice
walrein	types	Water
walrein	abilities	Thick Fat
walrein	abilities	Ice Body
walrein	abilities	Oblivious
walrein	eggGroups	Water 1
walrein	eggGroups	Field
clamperl	types	Water
clamperl	abilities	Shell Armor
clamperl	abilities	Rattled
clamperl	eggGroups	Water 1
huntail	types	Water
huntail	abilities	Swift Swim
huntail	abilities	Water Veil
huntail	eggGroups	Water 1
gorebyss	types	Water
gorebyss	abilities	Swift Swim
gorebyss	abilities	Hydration
gorebyss	eggGroups	Water 1
relicanth	types	Water
relicanth	types	Rock
relicanth	abilities	Swift Swim
relicanth	abilities	Rock Head
relicanth	abilities	Sturdy
relicanth	eggGroups	Water 1
relicanth	eggGroups	Water 2
luvdisc	types	Water
luvdisc	abilities	Swift Swim
luvdisc	abilities	Hydration
luvdisc	eggGroups	Water 2
bagon	types	Dragon
bagon	abilities	Rock Head
bagon	abilities	Sheer Force
bagon	eggGroups	Dragon
shelgon	types	Dragon
shelgon	abilities	Rock Head
shelgon	abilities	Overcoat
shelgon	eggGroups	Dragon
salamence	types	Dragon
salamence	types	Flying
salamence	abilities	Intimidate
salamence	abilities	Moxie
salamence	eggGroups	Dragon
salamencemega	types	Dragon
salamencemega	types	Flying
salamencemega	abilities	Aerilate
salamencemega	eggGroups	Dragon
beldum	types	Steel
beldum	types	Psychic
beldum	abilities	Clear Body
beldum	abilities	Light Metal
beldum	eggGroups	Mineral
metang	types	Steel
metang	types	Psychic
metang	abilities	Clear Body
metang	abilities	Light Metal
metang	eggGroups	Mineral
metagross	types	Steel
metagross	types	Psychic
metagross	abilities	Clear Body
metagross	abilities	Light Metal
metagross	eggGroups	Mineral
metagrossmega	types	Steel
metagrossmega	types	Psychic
metagrossmega	abilities	Tough Claws
metagrossmega	eggGroups	Mineral
regirock	types	Rock
regirock	abilities	Clear Body
regirock	abilities	Sturdy
regirock	eggGroups	Undiscovered
regice	types	Ice
regice	abilities	Clear Body
regice	abilities	Ice Body
regice	eggGroups	Undiscovered
registeel	types	Steel
registeel	abilities	Clear Body
registeel	abilities	Light Metal
registeel	eggGroups	Undiscovered
latias	types	Dragon
latias	types	Psychic
latias	abilities	Levitate
latias	eggGroups	Undiscovered
latiasmega	types	Dragon
latiasmega	types	Psychic
latiasmega	abilities	Levitate
latiasmega	eggGroups	Undiscovered
latios	types	Dragon
latios	types	Psychic
latios	abilities	Levitate
latios	eggGroups	Undiscovered
latiosmega	types	Dragon
latiosmega	types	Psychic
latiosmega	abilities	Levitate
latiosmega	eggGroups	Undiscovered
kyogre	types	Water
kyogre	abilities	Drizzle
kyogre	eggGroups	Undiscovered
kyogreprimal	types	Water
kyogreprimal	abilities	Primordial Sea
kyogreprimal	eggGroups	Undiscovered
groudon	types	Ground
groudon	abilities	Drought
groudon	eggGroups	Undiscovered
groudonprimal	types	Ground
groudonprimal	types	Fire
groudonprimal	abilities	Desolate Land
groudonprimal	eggGroups	Undiscovered
rayquaza	types	Dragon
rayquaza	types	Flying
rayquaza	abilities	Air Lock
rayquaza	eggGroups	Undiscovered
rayquazamega	types	Dragon
rayquazamega	types	Flying
rayquazamega	abilities	Delta Stream
rayquazamega	eggGroups	Undiscovered
jirachi	types	Steel
jirachi	types	Psychic
jirachi	abilities	Serene Grace
jirachi	eggGroups	Undiscovered
deoxys	types	Psychic
deoxys	abilities	Pressure
deoxys	eggGroups	Undiscovered
deoxysattack	types	Psychic
deoxysattack	abilities	Pressure
deoxysattack	eggGroups	Undiscovered
deoxysdefense	types	Psychic
deoxysdefense	abilities	Pressure
deoxysdefense	eggGroups	Undiscovered
deoxysspeed	types	Psychic
deoxysspeed	abilities	Pressure
deoxysspeed	eggGroups	Undiscovered
turtwig	types	Grass
turtwig	abilities	Overgrow
turtwig	abilities	Shell Armor
turtwig	eggGroups	Monster
turtwig	eggGroups	Grass
grotle	types	Grass
grotle	abilities	Overgrow
grotle	abilities	Shell Armor
grotle	eggGroups	Monster
grotle	eggGroups	Grass
torterra	types	Grass
torterra	types	Ground
torterra	abilities	Overgrow
torterra	abilities	Shell Armor
torterra	eggGroups	Monster
torterra	eggGroups	Grass
chimchar	types	Fire
chimchar	abilities	Blaze
chimchar	abilities	Iron Fist
chimchar	eggGroups	Field
chimchar	eggGroups	Human-Like
monferno	types	Fire
monferno	types	Fighting
monferno	abilities	Blaze
monferno	abilities	Iron Fist
monferno	eggGroups	Field
monferno	eggGroups	Human-Like
infernape	types	Fire
infernape	types	Fighting
infernape	abilities	Blaze
infernape	abilities	Iron Fist
infernape	eggGroups	Field
infernape	eggGroups	Human-Like
piplup	types	Water
piplup	abilities	Torrent
piplup	abilities	Defiant
piplup	eggGroups	Water 1
piplup	eggGroups	Field
prinplup	types	Water
prinplup	abilities	Torrent
prinplup	abilities	Defiant
prinplup	eggGroups	Water 1
prinplup	eggGroups	Field
empoleon	types	Water
empoleon	types	Steel
empoleon	abilities	Torrent
empoleon	abilities	Defiant
empoleon	eggGroups	Water 1
empoleon	eggGroups	Field
starly	types	Normal
starly	types	Flying
starly	abilities	Keen Eye
starly	abilities	Reckless
starly	eggGroups	Flying
staravia	types	Normal
staravia	types	Flying
staravia	abilities	Intimidate
staravia	abilities	Reckless
staravia	eggGroups	Flying
staraptor	types	Normal
staraptor	types	Flying
staraptor	abilities	Intimidate
staraptor	abilities	Reckless
staraptor	eggGroups	Flying
bidoof	types	Normal
bidoof	abilities	Simple
bidoof	abilities	Unaware
bidoof	abilities	Moody
bidoof	eggGroups	Water 1
bidoof	eggGroups	Field
bibarel	types	Normal
bibarel	types	Water
bibarel	abilities	Simple
bibarel	abilities	Unaware
bibarel	abilities	Moody
bibarel	eggGroups	Water 1
bibarel	eggGroups	Field
kricketot	types	Bug
kricketot	abilities	Shed Skin
kricketot	abilities	Run Away
kricketot	eggGroups	Bug
kricketune	types	Bug
kricketune	abilities	Swarm
kricketune	abilities	Technician
kricketune	eggGroups	Bug
shinx	types	Electric
shinx	abilities	Rivalry
shinx	abilities	Intimidate
shinx	abilities	Guts
shinx	eggGroups	Field
luxio	types	Electric
luxio	abilities	Rivalry
luxio	abilities	Intimidate
luxio	abilities	Guts
luxio	eggGroups	Field
luxray	types	Electric
luxray	abilities	Rivalry
luxray	abilities	Intimidate
luxray	abilities	Guts
luxray	eggGroups	Field
budew	types	Grass
budew	types	Poison
budew	abilities	Natural Cure
budew	abilities	Poison Point
budew	abilities	Leaf Guard
budew	eggGroups	Undiscovered
roserade	types	Grass
roserade	types	Poison
roserade	abilities	Natural Cure
roserade	abilities	Poison Point
roserade	abilities	Technician
roserade	eggGroups	Fairy
roserade	eggGroups	Grass
cranidos	types	Rock
cranidos	abilities	Mold Breaker
cranidos	abilities	Sheer Force
cranidos	eggGroups	Monster
rampardos	types	Rock
rampardos	abilities	Mold Breaker
rampardos	abilities	Sheer Force
rampardos	eggGroups	Monster
shieldon	types	Rock
shieldon	types	Steel
shieldon	abilities	Sturdy
shieldon	abilities	Soundproof
shieldon	eggGroups	Monster
bastiodon	types	Rock
bastiodon	types	Steel
bastiodon	abilities	Sturdy
bastiodon	abilities	Soundproof
bastiodon	eggGroups	Monster
burmy	types	Bug
burmy	abilities	Shed Skin
burmy	abilities	Overcoat
burmy	eggGroups	Bug
wormadam	types	Bug
wormadam	types	Grass
wormadam	abilities	Anticipation
wormadam	abilities	Overcoat
wormadam	eggGroups	Bug
wormadamsandy	types	Bug
wormadamsandy	types	Ground
wormadamsandy	abilities	Anticipation
wormadamsandy	abilities	Overcoat
wormadamsandy	eggGroups	Bug
wormadamtrash	types	Bug
wormadamtrash	types	Steel
wormadamtrash	abilities	Anticipation
wormadamtrash	abilities	Overcoat
wormadamtrash	eggGroups	Bug
mothim	types	Bug
mothim	types	Flying
mothim	abilities	Swarm
mothim	abilities	Tinted Lens
mothim	eggGroups	Bug
combee	types	Bug
combee	types	Flying
combee	abilities	Honey Gather
combee	abilities	Hustle
combee	eggGroups	Bug
vespiquen	types	Bug
vespiquen	types	Flying
vespiquen	abilities	Pressure
vespiquen	abilities	Unnerve
vespiquen	eggGroups	Bug
pachirisu	types	Electric
pachirisu	abilities	Run Away
pachirisu	abilities	Pickup
pachirisu	abilities	Volt Absorb
pachirisu	eggGroups	Field
pachirisu	eggGroups	Fairy
buizel	types	Water
buizel	abilities	Swift Swim
buizel	abilities	Water Veil
buizel	eggGroups	Water 1
buizel	eggGroups	Field
floatzel	types	Water
floatzel	abilities	Swift Swim
floatzel	abilities	Water Veil
floatzel	eggGroups	Water 1
floatzel	eggGroups	Field
cherubi	types	Grass
cherubi	abilities	Chlorophyll
cherubi	eggGroups	Fairy
cherubi	eggGroups	Grass
cherrim	types	Grass
cherrim	abilities	Flower Gift
cherrim	eggGroups	Fairy
cherrim	eggGroups	Grass
cherrimsunshine	types	Grass
cherrimsunshine	abilities	Flower Gift
cherrimsunshine	eggGroups	Fairy
cherrimsunshine	eggGroups	Grass
shellos	types	Water
shellos	abilities	Sticky Hold
shellos	abilities	Storm Drain
shellos	abilities	Sand Force
shellos	eggGroups	Water 1
shellos	eggGroups	Amorphous
gastrodon	types	Water
gastrodon	types	Ground
gastrodon	abilities	Sticky Hold
gastrodon	abilities	Storm Drain
gastrodon	abilities	Sand Force
gastrodon	eggGroups	Water 1
gastrodon	eggGroups	Amorphous
ambipom	types	Normal
ambipom	abilities	Technician
ambipom	abilities	Pickup
ambipom	abilities	Skill Link
ambipom	eggGroups	Field
drifloon	types	Ghost
drifloon	types	Flying
drifloon	abilities	Aftermath
drifloon	abilities	Unburden
drifloon	abilities	Flare Boost
drifloon	eggGroups	Amorphous
drifblim	types	Ghost
drifblim	types	Flying
drifblim	abilities	Aftermath
drifblim	abilities	Unburden
drifblim	abilities	Flare Boost
drifblim	eggGroups	Amorphous
buneary	types	Normal
buneary	abilities	Run Away
buneary	abilities	Klutz
buneary	abilities	Limber
buneary	eggGroups	Field
buneary	eggGroups	Human-Like
lopunny	types	Normal
lopunny	abilities	Cute Charm
lopunny	abilities	Klutz
lopunny	abilities	Limber
lopunny	eggGroups	Field
lopunny	eggGroups	Human-Like
lopunnymega	types	Normal
lopunnymega	types	Fighting
lopunnymega	abilities	Scrappy
lopunnymega	eggGroups	Field
lopunnymega	eggGroups	Human-Like
mismagius	types	Ghost
mismagius	abilities	Levitate
mismagius	eggGroups	Amorphous
honchkrow	types	Dark
honchkrow	types	Flying
honchkrow	abilities	Insomnia
honchkrow	abilities	Super Luck
honchkrow	abilities	Moxie
honchkrow	eggGroups	Flying
glameow	types	Normal
glameow	abilities	Limber
glameow	abilities	Own Tempo
glameow	abilities	Keen Eye
glameow	eggGroups	Field
purugly	types	Normal
purugly	abilities	Thick Fat
purugly	abilities	Own Tempo
purugly	abilities	Defiant
purugly	eggGroups	Field
chingling	types	Psychic
chingling	abilities	Levitate
chingling	eggGroups	Undiscovered
stunky	types	Poison
stunky	types	Dark
stunky	abilities	Stench
stunky	abilities	Aftermath
stunky	abilities	Keen Eye
stunky	eggGroups	Field
skuntank	types	Poison
skuntank	types	Dark
skuntank	abilities	Stench
skuntank	abilities	Aftermath
skuntank	abilities	Keen Eye
skuntank	eggGroups	Field
bronzor	types	Steel
bronzor	types	Psychic
bronzor	abilities	Levitate
bronzor	abilities	Heatproof
bronzor	abilities	Heavy Metal
bronzor	eggGroups	Mineral
bronzong	types	Steel
bronzong	types	Psychic
bronzong	abilities	Levitate
bronzong	abilities	Heatproof
bronzong	abilities	Heavy Metal
bronzong	eggGroups	Mineral
bonsly	types	Rock
bonsly	abilities	Sturdy
bonsly	abilities	Rock Head
bonsly	abilities	Rattled
bonsly	eggGroups	Undiscovered
mimejr	types	Psychic
mimejr	types	Fairy
mimejr	abilities	Soundproof
mimejr	abilities	Filter
mimejr	abilities	Technician
mimejr	eggGroups	Undiscovered
happiny	types	Normal
happiny	abilities	Natural Cure
happiny	abilities	Serene Grace
happiny	abilities	Friend Guard
happiny	eggGroups	Undiscovered
chatot	types	Normal
chatot	types	Flying
chatot	abilities	Keen Eye
chatot	abilities	Tangled Feet
chatot	abilities	Big Pecks
chatot	eggGroups	Flying
spiritomb	types	Ghost
spiritomb	types	Dark
spiritomb	abilities	Pressure
spiritomb	abilities	Infiltrator
spiritomb	eggGroups	Amorphous
gible	types	Dragon
gible	types	Ground
gible	abilities	Sand Veil
gible	abilities	Rough Skin
gible	eggGroups	Monster
gible	eggGroups	Dragon
gabite	types	Dragon
gabite	types	Ground
gabite	abilities	Sand Veil
gabite	abilities	Rough Skin
gabite	eggGroups	Monster
gabite	eggGroups	Dragon
garchomp	types	Dragon
garchomp	types	Ground
garchomp	abilities	Sand Veil
garchomp	abilities	Rough Skin
garchomp	eggGroups	Monster
garchomp	eggGroups	Dragon
garchompmega	types	Dragon
garchompmega	types	Ground
garchompmega	abilities	Sand Force
garchompmega	eggGroups	Monster
garchompmega	eggGroups	Dragon
munchlax	types	Normal
munchlax	abilities	Pickup
munchlax	abilities	Thick Fat
munchlax	abilities	Gluttony
munchlax	eggGroups	Undiscovered
riolu	types	Fighting
riolu	abilities	Steadfast
riolu	abilities	Inner Focus
riolu	abilities	Prankster
riolu	eggGroups	Undiscovered
lucario	types	Fighting
lucario	types	Steel
lucario	abilities	Steadfast
lucario	abilities	Inner Focus
lucario	abilities	Justified
lucario	eggGroups	Field
lucario	eggGroups	Human-Like
lucariomega	types	Fighting
lucariomega	types	Steel
lucariomega	abilities	Adaptability
lucariomega	eggGroups	Field
lucariomega	eggGroups	Human-Like
hippopotas	types	Ground
hippopotas	abilities	Sand Stream
hippopotas	abilities	Sand Force
hippopotas	eggGroups	Field
hippowdon	types	Ground
hippowdon	abilities	Sand Stream
hippowdon	abilities	Sand Force
hippowdon	eggGroups	Field
skorupi	types	Poison
skorupi	types	Bug
skorupi	abilities	Battle Armor
skorupi	abilities	Sniper
skorupi	abilities	Keen Eye
skorupi	eggGroups	Bug
skorupi	eggGroups	Water 3
drapion	types	Poison
drapion	types	Dark
drapion	abilities	Battle Armor
drapion	abilities	Sniper
drapion	abilities	Keen Eye
drapion	eggGroups	Bug
drapion	eggGroups	Water 3
croagunk	types	Poison
croagunk	types	Fighting
croagunk	abilities	Anticipation
croagunk	abilities	Dry Skin
croagunk	abilities	Poison Touch
croagunk	eggGroups	Human-Like
toxicroak	types	Poison
toxicroak	types	Fighting
toxicroak	abilities	Anticipation
toxicroak	abilities	Dry Skin
toxicroak	abilities	Poison Touch
toxicroak	eggGroups	Human-Like
carnivine	types	Grass
carnivine	abilities	Levitate
carnivine	eggGroups	Grass
finneon	types	Water
finneon	abilities	Swift Swim
finneon	abilities	Storm Drain
finneon	abilities	Water Veil
finneon	eggGroups	Water 2
lumineon	types	Water
lumineon	abilities	Swift Swim
lumineon	abilities	Storm Drain
lumineon	abilities	Water Veil
lumineon	eggGroups	Water 2
mantyke	types	Water
mantyke	types	Flying
mantyke	abilities	Swift Swim
mantyke	abilities	Water Absorb
mantyke	abilities	Water Veil
mantyke	eggGroups	Undiscovered
snover	types	Grass
snover	types	Ice
snover	abilities	Snow Warning
snover	abilities	Soundproof
snover	eggGroups	Monster
snover	eggGroups	Grass
abomasnow	types	Grass
abomasnow	types	Ice
abomasnow	abilities	Snow Warning
abomasnow	abilities	Soundproof
abomasnow	eggGroups	Monster
abomasnow	eggGroups	Grass
abomasnowmega	types	Grass
abomasnowmega	types	Ice
abomasnowmega	abilities	Snow Warning
abomasnowmega	eggGroups	Monster
abomasnowmega	eggGroups	Grass
weavile	types	Dark
weavile	types	Ice
weavile	abilities	Pressure
weavile	abilities	Pickpocket
weavile	eggGroups	Field
magnezone	types	Electric
magnezone	types	Steel
magnezone	abilities	Magnet Pull
magnezone	abilities	Sturdy
magnezone	abilities	Analytic
magnezone	eggGroups	Mineral
lickilicky	types	Normal
lickilicky	abilities	Own Tempo
lickilicky	abilities	Oblivious
lickilicky	abilities	Cloud Nine
lickilicky	eggGroups	Monster
rhyperior	types	Ground
rhyperior	types	Rock
rhyperior	abilities	Lightning Rod
rhyperior	abilities	Solid Rock
rhyperior	abilities	Reckless
rhyperior	eggGroups	Monster
rhyperior	eggGroups	Field
tangrowth	types	Grass
tangrowth	abilities	Chlorophyll
tangrowth	abilities	Leaf Guard
tangrowth	abilities	Regenerator
tangrowth	eggGroups	Grass
electivire	types	Electric
electivire	abilities	Motor Drive
electivire	abilities	Vital Spirit
electivire	eggGroups	Human-Like
magmortar	types	Fire
magmortar	abilities	Flame Body
magmortar	abilities	Vital Spirit
magmortar	eggGroups	Human-Like
togekiss	types	Fairy
togekiss	types	Flying
togekiss	abilities	Hustle
togekiss	abilities	Serene Grace
togekiss	abilities	Super Luck
togekiss	eggGroups	Flying
togekiss	eggGroups	Fairy
yanmega	types	Bug
yanmega	types	Flying
yanmega	abilities	Speed Boost
yanmega	abilities	Tinted Lens
yanmega	abilities	Frisk
yanmega	eggGroups	Bug
leafeon	types	Grass
leafeon	abilities	Leaf Guard
leafeon	abilities	Chlorophyll
leafeon	eggGroups	Field
glaceon	types	Ice
glaceon	abilities	Snow Cloak
glaceon	abilities	Ice Body
glaceon	eggGroups	Field
gliscor	types	Ground
gliscor	types	Flying
gliscor	abilities	Hyper Cutter
gliscor	abilities	Sand Veil
gliscor	abilities	Poison Heal
gliscor	eggGroups	Bug
mamoswine	types	Ice
mamoswine	types	Ground
mamoswine	abilities	Oblivious
mamoswine	abilities	Snow Cloak
mamoswine	abilities	Thick Fat
mamoswine	eggGroups	Field
porygonz	types	Normal
porygonz	abilities	Adaptability
porygonz	abilities	Download
porygonz	abilities	Analytic
porygonz	eggGroups	Mineral
gallade	types	Psychic
gallade	types	Fighting
gallade	abilities	Steadfast
gallade	abilities	Justified
gallade	eggGroups	Amorphous
gallademega	types	Psychic
gallademega	types	Fighting
gallademega	abilities	Inner Focus
gallademega	eggGroups	Amorphous
probopass	types	Rock
probopass	types	Steel
probopass	abilities	Sturdy
probopass	abilities	Magnet Pull
probopass	abilities	Sand Force
probopass	eggGroups	Mineral
dusknoir	types	Ghost
dusknoir	abilities	Pressure
dusknoir	abilities	Frisk
dusknoir	eggGroups	Amorphous
froslass	types	Ice
froslass	types	Ghost
froslass	abilities	Snow Cloak
froslass	abilities	Cursed Body
froslass	eggGroups	Fairy
froslass	eggGroups	Mineral
rotom	types	Electric
rotom	types	Ghost
rotom	abilities	Levitate
rotom	eggGroups	Amorphous
rotomheat	types	Electric
rotomheat	types	Fire
rotomheat	abilities	Levitate
rotomheat	eggGroups	Amorphous
rotomwash	types	Electric
rotomwash	types	Water
rotomwash	abilities	Levitate
rotomwash	eggGroups	Amorphous
rotomfrost	types	Electric
rotomfrost	types	Ice
rotomfrost	abilities	Levitate
rotomfrost	eggGroups	Amorphous
rotomfan	types	Electric
rotomfan	types	Flying
rotomfan	abilities	Levitate
rotomfan	eggGroups	Amorphous
rotommow	types	Electric
rotommow	types	Grass
rotommow	abilities	Levitate
rotommow	eggGroups	Amorphous
uxie	types	Psychic
uxie	abilities	Levitate
uxie	eggGroups	Undiscovered
mesprit	types	Psychic
mesprit	abilities	Levitate
mesprit	eggGroups	Undiscovered
azelf	types	Psychic
azelf	abilities	Levitate
azelf	eggGroups	Undiscovered
dialga	types	Steel
dialga	types	Dragon
dialga	abilities	Pressure
dialga	abilities	Telepathy
dialga	eggGroups	Undiscovered
palkia	types	Water
palkia	types	Dragon
palkia	abilities	Pressure
palkia	abilities	Telepathy
palkia	eggGroups	Undiscovered
heatran	types	Fire
heatran	types	Steel
heatran	abilities	Flash Fire
heatran	abilities	Flame Body
heatran	eggGroups	Undiscovered
regigigas	types	Normal
regigigas	abilities	Slow Start
regigigas	eggGroups	Undiscovered
giratina	types	Ghost
giratina	types	Dragon
giratina	abilities	Pressure
giratina	abilities	Telepathy
giratina	eggGroups	Undiscovered
giratinaorigin	types	Ghost
giratinaorigin	types	Dragon
giratinaorigin	abilities	Levitate
giratinaorigin	eggGroups	Undiscovered
cresselia	types	Psychic
cresselia	abilities	Levitate
cresselia	eggGroups	Undiscovered
phione	types	Water
phione	abilities	Hydration
phione	eggGroups	Water 1
phione	eggGroups	Fairy
manaphy	types	Water
manaphy	abilities	Hydration
manaphy	eggGroups	Water 1
manaphy	eggGroups	Fairy
darkrai	types	Dark
darkrai	abilities	Bad Dreams
darkrai	eggGroups	Undiscovered
shaymin	types	Grass
shaymin	abilities	Natural Cure
shaymin	eggGroups	Undiscovered
shayminsky	types	Grass
shayminsky	types	Flying
shayminsky	abilities	Serene Grace
shayminsky	eggGroups	Undiscovered
arceus	types	Normal
arceus	abilities	Multitype
arceus	eggGroups	Undiscovered
arceusbug	types	Bug
arceusbug	abilities	Multitype
